ack_id,plan_name_clean,sponsor_name,amt_mutual_funds,staged_total,gap_amt,gap_pct
20251015102624NAL0002240291001,NOURYON CHEMICALS RETIREMENT SAVINGS PLAN AND NOURYON CHEMICALS HOURLY SAVINGS PLAN MASTER TRUST,NOURYON CHEMICALS LLC,262276593.00,6634938.00,255641655.00,97.00
20251014104258NAL0001251491001,AVANGRID 401(K) PLAN,"AVANGRID MANAGEMENT COMPANY, LLC",255553473.00,0.00,255553473.00,100.00
20251015190200NAL0007121856002,LOCAL 52 401 (K) FUND,BOARD OF TRUSTEES OF LOCAL 52,255346760.00,0.00,255346760.00,100.00
20251008073242NAL0005220049001,KLOECKNER METALS 401(K) PLAN,KLOECKNER METALS CORPORATION,253731791.00,0.00,253731791.00,100.00
20260714133807NAL0001617457001,"TELAPEX, INC. SAVINGS PLAN","TELAPEX, INC.",253672690.00,0.00,253672690.00,100.00
20251006075430NAL0003325729001,THE DTE ENERGY COMPANY MASTER PLAN TRUST,DTE ENERGY COMPANY,253657962.00,0.00,253657962.00,100.00
20260722090353NAL0018181570001,THE GEO SAVE 401(K) PLAN,"THE GEO GROUP, INC.",253639213.00,0.00,253639213.00,100.00
20251010132456NAL0004650931001,THE 401(K) RETIREMENT PLAN OF HEIDELBERG MATERIALS US,"HM US SERVICES, LLC",253622427.00,0.00,253622427.00,100.00
20251008150935NAL0003100595001,"THE BOOKING HOLDINGS INC, 401(K) PLAN",BOOKING HOLDINGS INC,253424087.00,0.00,253424087.00,100.00
20251014131714NAL0006018802001,SIKA CORPORATION 401(K) SAVINGS PLAN,SIKA CORPORATION,252526593.00,0.00,252526593.00,100.00
20251007092932NAL0004378513001,"SWBG, LLC 401(K) PLAN","SWBG, LLC",252416140.00,0.00,252416140.00,100.00
20251008102439NAL0002917955001,SOUTHERN NEW HAMPSHIRE UNIVERSITY 401K,SOUTHERN NEW HAMPSHIRE UNIVERSITY,251752316.00,0.00,251752316.00,100.00
20251015083307NAL0002109907001,CLARK ASSOCIATES MULTIPLE EMPLOYER 401(K) PLAN,"CLARK CORE SERVICES, LLC",251701645.00,0.00,251701645.00,100.00
20251009112642NAL0006909985001,THE EMPLOYEE 401(K) RETIREMENT PLAN,CONTRAN CORPORATION,251315730.00,0.00,251315730.00,100.00
20251015151708NAL0002653939001,"ELECTROLUX HOME PRODUCTS, INC. RETIREMENT SAVINGS PLAN","ELECTROLUX HOME PRODUCTS, INC.",251053192.00,0.00,251053192.00,100.00
20251015220106NAL0003036867001,"DILLARD'S, INC. INVESTMENT & EMPLOYEE STOCK OWNERSHIP PLAN","DILLARD'S, INC.",250803377.00,0.00,250803377.00,100.00
20250903144712NAL0009469811001,BERKADIA 401(K) RETIREMENT PLAN,BERKADIA COMMERCIAL MORTGAGE LLC,250628739.00,0.00,250628739.00,100.00
20260311155433NAL0005772192001,THE WGBH EDUCATIONAL FOUNDATION RETIREMENT PLAN,WGBH EDUCATIONAL FOUNDATION,294456750.00,44875245.00,249581505.00,85.00
20250905132414NAL0017230977001,CORE & MAIN 401(K) RETIREMENT PLAN,CORE & MAIN,249524579.00,0.00,249524579.00,100.00
20251015105028NAL0002275363002,AMERICAN INSTITUTES FOR RESEARCH TAX DEFERRED ANNUITY PLAN,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,272352258.00,22867853.00,249484405.00,92.00
20251007153158NAL0002578931001,ICI MULTIPLE EMPLOYER PLAN,"INDEPENDENT COLLEGES OF INDIANA ASSOCIATION, INC",354821173.00,106075241.00,248745932.00,70.00
20251014133129NAL0001424659002,MEBA 401(K) PLAN,"BOARD OF TRUSTEES, MEBA PENSION TRUST-MONEY PURCHASE BENEFIT",307540835.00,58944575.00,248596260.00,81.00
20251001094038NAL0014025456001,CHAMPIONX 401(K) PLAN,CHAMPIONX LLC,248407964.00,0.00,248407964.00,100.00
20250908121416NAL0019428449001,SEATTLE CHILDREN'S 403(B) PLAN,SEATTLE CHILDRENS HEALTHCARE SYSTEM,248329911.00,0.00,248329911.00,100.00
20251013141836NAL0003164194001,UNITED AIRLINES 401(K) MASTER TRUST,"UNITED AIRLINES, INC.",248266652.00,0.00,248266652.00,100.00
20260714192709NAL0002819778001,MASIMO RETIREMENT SAVINGS PLAN,MASIMO CORPORATION,247955024.00,0.00,247955024.00,100.00
20260113100832NAL0015700496001,WINCO FOODS 401(K) PLAN,"WINCO HOLDINGS, INC.",283184679.00,35277000.00,247907679.00,88.00
20251007124041NAL0004773009001,WARNER NORCROSS + JUDD LLP RETIREMENT PROGRAM TRUST,WARNER NORCROSS + JUDD LLP,247845354.00,0.00,247845354.00,100.00
20251014144429NAL0006393010001,SIMMONS FIRST NATIONAL CORPORATION 401(K) PLAN,SIMMONS FIRST NATIONAL CORPORATION,247618199.00,0.00,247618199.00,100.00
20260708143803NAL0017273715001,TELEDYNE TECHNOLOGIES INCORPORATED 401(K) PLAN,TELEDYNE TECHNOLOGIES INCORPORATED,246851907.00,0.00,246851907.00,100.00
20251011130208NAL0008529089001,HALMA HOLDINGS INC. PROFIT SHARING/SAVINGS RETIREMENT PLAN,HALMA HOLDINGS INC.,246761148.00,0.00,246761148.00,100.00
20260310082453NAL0003767779001,"EUROFINS SCIENTIFIC, INC. 401(K) INCENTIVE SAVINGS PLAN","EUROFINS NSC US, INC.",246269719.00,0.00,246269719.00,100.00
20251007090543NAL0002328755001,INDIANA FARM BUREAU COMPANIES EMPLOYEES' 401(K) SAVINGS PLAN,UNITED FARM FAMILY LIFE INSURANCE COMPANY,259483490.00,13802408.00,245681082.00,95.00
20251015190517NAL0011134258001,"WEIR GROUP, INC. 401(K) PLAN","WEIR GROUP, INC.",245517065.00,0.00,245517065.00,100.00
20260723161135NAL0021278002001,MAYO CLINIC HEALTH SYSTEM 401(A) PLAN,MAYO CLINIC HEALTH SYSTEM - MANKATO,245211956.00,0.00,245211956.00,100.00
20250929113007NAL0010823953001,"WOODGRAIN MILLWORK, INC. EMPLOYEE SAVINGS PLAN AND TRUST",WOODGRAIN INC.,245267254.00,237693.00,245029561.00,100.00
20250916070849NAL0001747473001,MEDPACE INC 401(K) PROFIT SHARING PLAN AND TRUST,"MEDPACE, INC",244944104.00,0.00,244944104.00,100.00
20251006085635NAL0006079760001,OLMSTED MEDICAL CENTER RETIREMENT SAVINGS PLAN,OLMSTED MEDICAL CENTER,276770161.00,31866041.00,244904120.00,88.00
20251014160232NAL0003349617001,SPECTRUM BRANDS 401(K) RETIREMENT SAVINGS PLAN,"SPECTRUM BRANDS, INC.",244640594.00,0.00,244640594.00,100.00
20251015140811NAL0006363360001,"WAWA, INC. 401(K) PLAN","WAWA, INC.",244437405.00,0.00,244437405.00,100.00
20251010160133NAL0004395203001,"HAWAIIAN AIRLINES, INC. 401(K) SAVINGS PLAN",HAWAIIAN AIRLINES INC.,244404965.00,0.00,244404965.00,100.00
20260727155959NAL0015417491001,"NOBLIS, INC. QUALIFIED RETIREMENT PLAN","NOBLIS, INC.",243127819.00,0.00,243127819.00,100.00
20251015150255NAL0002627475001,JETBLUE AIRWAYS RETIREMENT PLAN,JETBLUE AIRWAYS CORPORATION,242956451.00,0.00,242956451.00,100.00
20251014094446NAL0003562144001,MERCURY EMPLOYEES RETIREMENT INVESTMENT TRUST,"MERCURY SYSTEMS, INC.",422417723.00,179907613.00,242510110.00,57.00
20251009141550NAL0003647315001,XPO LOGISTICS INC. MASTER TRUST,"XPO LOGISTICS, INC.",242222774.00,0.00,242222774.00,100.00
20251007145619NAL0004934753001,AKERMAN LLP 401(K) PROFIT SHARING PLAN,AKERMAN LLP,242028452.00,0.00,242028452.00,100.00
20251015120637NAL0004796241001,"AMERICAN LEBANESE SYRIAN ASSOCIATED CHARITIES, INC. (ALSAC) EMPLOYEE",AMERICAN LEBANESE SYRIAN ASSOCIATED CHARITIES INC.,266549282.00,24756320.00,241792962.00,91.00
20251015141125NAL0009651186001,OMNISSA 401(K) PLAN,"OMNISSA, LLC",241712988.00,0.00,241712988.00,100.00
20250918102640NAL0001227233003,WISCONSIN NECA-IBEW RETIREMENT PLAN,TRUSTEES OF WISCONSIN NECA-IBEW,241159377.00,0.00,241159377.00,100.00
20251015134451NAL0002511763001,FLSMIDTH 401(K) PLAN TRUST,FLSMIDTH INC.,240679973.00,0.00,240679973.00,100.00
20251014103630NAL0002645233001,AVEVA INC. 401(K) PLAN,AVEVA INC.,240558237.00,0.00,240558237.00,100.00
20251008164320NAL0006148001001,AT&T SAVINGS GROUP INVESTMENT TRUST,AT&T INC.,240108000.00,0.00,240108000.00,100.00
20251013123139NAL0001306721001,STOEL RIVES RETIREMENT PLAN,"STOEL RIVES, LLP",239868044.00,0.00,239868044.00,100.00
20250829153630NAL0019436912001,"LIVERAMP HOLDINGS, INC. RETIREMENT SAVINGS PLAN",LIVERAMP HOLDINGS INC.,238908653.00,0.00,238908653.00,100.00
20250730134932NAL0004823681001,AVI-SPL 401(K) PLAN,AVI-SPL LLC,238719644.00,0.00,238719644.00,100.00
20251015160407NAL0005072353001,"ACUITY BRANDS, INC. DC MASTER TRUST","ACUITY BRANDS, INC",238564816.00,0.00,238564816.00,100.00
20260723144523NAL0016677856001,SIGNATURE HEALTHCARE RETIREMENT SAVINGS PLAN,"BROCKTON HOSPITAL, INC.",238534508.00,0.00,238534508.00,100.00
20251010102358NAL0004140867001,"AXALTA COATING SYSTEMS, LLC RETIREMENT SAVINGS PLAN","AXALTA COATING SYSTEMS, LLC",238454809.00,0.00,238454809.00,100.00
20251015152648NAL0004985953001,SONOVA 401(K) RETIREMENT SAVINGS PLAN,"SONOVA U.S. CORPORATE SERVICES, LLC",238382663.00,0.00,238382663.00,100.00
20250904085615NAL0009599075001,ROYOMARTIN RETIREMENT PLAN,MARTCO LLC,238299161.00,0.00,238299161.00,100.00
20251013122300NAL0001297265001,ALPHASTAFF RETIREMENT SAVINGS PLAN,"ALPHASTAFF GROUP, INC.",238061529.00,0.00,238061529.00,100.00
20251013130312NAL0000628739001,"ACUITY, A MUTUAL INSURANCE COMPANY 401(K) PLAN","ACUITY, A MUTUAL INSURANCE COMPANY",237787842.00,0.00,237787842.00,100.00
20251010143224NAL0018247362001,GLIDEWELL LABORATORIES RETIREMENT PLAN,"JAMES R. GLIDEWELL DENTAL CERAMICS, INC.",237735973.00,0.00,237735973.00,100.00
20250801135825NAL0003224931001,FCTG RETIREMENT SAVINGS PLAN,"FOREST CITY TRADING GROUP, LLC",237146141.00,0.00,237146141.00,100.00
20251013091824NAL0000917793001,INSTRUMENTATION LABORATORY SAVINGS PLAN,INSTRUMENTATION LABORATORY,236552855.00,0.00,236552855.00,100.00
20260714090056NAL0000834675001,SUBCOM SAVINGS PLAN,"SUBCOM, LLC",236472651.00,0.00,236472651.00,100.00
20250923150047NAL0006997120001,ARUP US RETIREMENT SAVINGS PLAN,"ARUP US, INC.",277448698.00,41431733.00,236016965.00,85.00
20251015132813NAL0002364115001,VONAGE 401(K) RETIREMENT PLAN,VONAGE HOLDINGS CORP.,278649536.00,42729606.00,235919930.00,85.00
20251003082225NAL0000722435001,FEDERAL HOME LOAN MORTGAGE CORP THRIFT/401(K) SAVINGS PLAN,FEDERAL HOME LOAN MORTGAGE CORP,1431409041.00,1196008046.00,235400995.00,16.00
20251014112347NAL0003768800001,MARIST COLLEGE DEFINED CONTRIBUTION RETIREMENT PLAN,MARIST COLLEGE,235040608.00,0.00,235040608.00,100.00
20251002180136NAL0000762929001,"PENUMBRA, INC. 401(K) PLAN","PENUMBRA, INC.",234921885.00,0.00,234921885.00,100.00
20260701105510NAL0017397648001,BD DEFINED CONTRIBUTION PLAN MASTER TRUST,"BECTON, DICKINSON AND COMPANY",234860058.00,0.00,234860058.00,100.00
20251212150343NAL0008360833001,WOODSIDE ENERGY USA SERVICES INC. RETIREMENT SAVINGS PLAN,WOODSIDE ENERGY USA SERVICES INC.,234560651.00,0.00,234560651.00,100.00
20260717144123NAL0007634784001,CBTS 401(K) PLAN,CBTS TECHNOLOGY SOLUTIONS LLC,233259442.00,0.00,233259442.00,100.00
20250820125754NAL0003254305001,"CLAYTON HOMES, INC. 401(K) RETIREMENT PLAN","CLAYTON HOMES, INC.",232984804.00,0.00,232984804.00,100.00
20251015143247NAL0002458723001,"INMAR, INC. PROFIT SHARING AND 401(K) PLAN","INMAR, INC.",232078860.00,0.00,232078860.00,100.00
20251205094919NAL0003480401001,BANKUNITED 401(K) PLAN,"BANKUNITED, INC.",232054857.00,0.00,232054857.00,100.00
20251010121026NAL0017893330001,"AVID TECHNOLOGY, INC. 401(K) PLAN","AVID TECHNOLOGY, INC.",231615157.00,0.00,231615157.00,100.00
20251015132044NAL0002356163001,"CLAYCO, INC. 401(K) PROFIT SHARING PLAN","CLAYCO, INC.",231422884.00,0.00,231422884.00,100.00
20260723090925NAL0020397394002,ACADIAN INC. PROFIT SHARING & 401(K) PLAN,BRIGHTSPHERE INC.,231263051.00,0.00,231263051.00,100.00
20251003161553NAL0002623040001,MUSCO PROFIT SHARING AND EMPLOYEE SAVINGS PLAN,MUSCO CORPORATION,230929810.00,0.00,230929810.00,100.00
20251008140502NAL0003340659001,W.R. GRACE & CO. SAVINGS PLAN MASTER TRUST,W.R. GRACE & CO.,230762475.00,0.00,230762475.00,100.00
20260701191023NAL0017846752001,ACCO SAVINGS AND INVESTMENT PLAN,"ACCO ENGINEERED SYSTEMS, INC.",230094420.00,0.00,230094420.00,100.00
20260713195906NAL0000890690001,LORD ABBETT 401(K) RETIREMENT PLAN,"LORD, ABBETT & CO. LLC",229905958.00,0.00,229905958.00,100.00
20251010153934NAL0004381603001,MCKINSEY RETIREMENT TRUST,"MCKINSEY & COMPANY, INC.",228351546.00,0.00,228351546.00,100.00
20251007084655NAL0010853794001,AMNEAL PHARMACEUTICALS LLC AND SUBSIDIARIES 401(K) PLAN,AMNEAL PHARMACEUTICALS LLC,266994696.00,38670121.00,228324575.00,86.00
20251014152036NAL0006555906001,OPERATING ENGINEERS LOCAL 428 ANNUITY TRUST FUND,OPERATING ENGINEERS LOCAL 428 ANNUITY TRUST FUND,228048284.00,0.00,228048284.00,100.00
20251013103653NAL0001119953001,"PSA AIRLINES, INC. 401(K) SAVINGS PLAN","PSA AIRLINES, INC.",228022433.00,0.00,228022433.00,100.00
20251014163418NAL0003417153002,OPERATING ENGINEERS LOCAL 520 ANNUITY PLAN,BOARD OF TRUSTEES OPERATING ENGINEERS LOCAL 520,227619925.00,0.00,227619925.00,100.00
20251010174605NAL0013639440001,PORTSMOUTH D&D 401K SAVINGS PLAN,"FLUOR-BWXT PORTSMOUTH, LLC",227357804.00,0.00,227357804.00,100.00
20260710140628NAL0001815088001,BENJAMIN MOORE & CO. DEFERRED SAVINGS AND INVESTMENT PLAN,BENJAMIN MOORE & CO.,227021646.00,0.00,227021646.00,100.00
20250929203228NAL0005207155001,HATTIESBURG CLINIC P. A. SAVINGS PLAN,HATTIESBURG CLINIC PA,226912053.00,0.00,226912053.00,100.00
20260716091442NAL0005131184001,GLOBE LIFE INC. SAVINGS AND INVESTMENT PLAN,GLOBE LIFE INC.,226400010.00,0.00,226400010.00,100.00
20250703083823NAL0000787136001,"TAPESTRY, INC. 401(K) SAVINGS PLAN","TAPESTRY, INC.",226343718.00,0.00,226343718.00,100.00
20251014122145NAL0002877953001,TRANSRE INCENTIVE RETIREMENT PLAN,"TRANSATLANTIC HOLDINGS, INC.",226333597.00,0.00,226333597.00,100.00
20260706130017NAL0014890755002,NCH CORPORATION RETIREMENT SAVINGS PLAN,NCH CORPORATION & SUBSIDIARIES,225371013.00,0.00,225371013.00,100.00
20251013141816NAL0000705635001,CHAPMAN UNIVERSITY TAX DEFERRED ANNUITY (TDA) RETIREMENT PLAN,CHAPMAN UNIVERSITY,241317849.00,16176459.00,225141390.00,93.00
20251014112008NAL0002626513001,ZACHRY CORPORATION EMPLOYEES 401(K) PLAN,"ZACHRY CONSTRUCTION & MATERIALS,INC.",225055850.00,0.00,225055850.00,100.00
20251002140423NAL0000880432001,"MASTER TRUST FOR ADVANTAGECARE PHYSICIANS, P.C. DEFINED CONTRIBUTION PLANS","ADVANTAGECARE PHYSICIANS, P.C.",224619788.00,0.00,224619788.00,100.00
20251010160351NAL0008442785001,"HAWAIIAN AIRLINES, INC. 401(K) PLAN FOR FLIGHT ATTENDANTS",HAWAIIAN AIRLINES INC.,224573134.00,0.00,224573134.00,100.00
20251015124134NAL0006110944001,ALBANY INTERNATIONAL CORP. PROSPERITY PLUS SAVINGS PLAN,ALBANY INTERNATIONAL CORP.,224449661.00,0.00,224449661.00,100.00
20251015161220NAL0002612003001,NECA LU NO 313 IBEW DEFERRED INCOME PLAN,BD OF TEES OF NECA LU NO 313 IBEW DEFERRED INCOME PLAN,224342252.00,0.00,224342252.00,100.00
20250904133306NAL0009757875001,BRG 401(K) PLAN,"BERKELEY RESEARCH GROUP, LLC",224257494.00,0.00,224257494.00,100.00
20251013195158NAL0003999730001,ELECTRICIANS ANNUITY PLAN - IBEW LOCAL 456,ELECTRICIANS ANNUITY FUND IBEW LOCAL 456,223250517.00,0.00,223250517.00,100.00
20250922154738NAL0002221267001,"NATIONAL VISION, INC. 401(K) RETIREMENT SAVINGS PLAN",NATIONAL VISION INC.,223244741.00,0.00,223244741.00,100.00
20250919071530NAL0002389392002,LEWIS & CLARK COLLEGE DEFINED CONTRIBUTION RETIREMENT PLAN AND TAX DEFERRED ANNUITY PLAN,LEWIS AND CLARK COLLEGE,256155713.00,33386966.00,222768747.00,87.00
20251003143155NAL0001513121001,FURMAN UNIVERSITY DEFINED CONTRIBUTION AND TAX DEFERRED ANNUITY RETIREMENT PLAN,FURMAN UNIVERSITY,245825838.00,23897916.00,221927922.00,90.00
20251015211100NAL0007326960001,SKADDEN ARPS SLATE MEAGHER & FLOM RETIREMENT AND PENSION PLAN MASTER TRUST,"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",279097910.00,57316224.29,221781685.71,79.00
20250731161721NAL0003241299001,PAYCOR 401(K) PLAN,"PAYCOR, INC.",221635836.00,0.00,221635836.00,100.00
20260715190759NAL0002528371001,UKPEAGVIK INUPIAT CORPORATION EMPLOYEES' RETIREMENT PLAN,UKPEAGVIK INUPIAT CORPORATION,221425523.00,0.00,221425523.00,100.00
20260723140111NAL0010753827001,THE SPIRENT COMMUNICATIONS 401(K) PLAN,SPIRENT COMMUNICATIONS INC.,221400957.00,0.00,221400957.00,100.00
20260513235124NAL0015978642001,PAMCAH-UA LOCAL 675 ANNUITY PLAN,BOARD OF TRUSTEES OF PAMCAH-UA LOCAL 675 ANNUITY FUND,220868330.00,0.00,220868330.00,100.00
20260715121620NAL0003967058001,AMERICAN PUBLIC MEDIA GROUP RETIREMENT PLAN,AMERICAN PUBLIC MEDIA GROUP,220831019.00,0.00,220831019.00,100.00
20251009151000NAL0003691411001,THE CATHOLIC UNIVERSITY OF AMERICA RETIREMENT PLAN,THE CATHOLIC UNIVERSITY OF AMERICA,437825406.00,217311927.00,220513479.00,50.00
20251014210302NAL0003608625001,"PROFIT-SHARING PLAN OF OGLETREE, DEAKINS, NASH, SMOAK & STEWART","OGLETREE, DEAKINS, NASH, SMOAK & STEWART, P.C.",232906265.00,12397026.00,220509239.00,95.00
20251015114918NAL0004758161001,PORSCHE EMPLOYEE SAVINGS PLAN AND TRUST,"PORSCHE BUSINESS SERVICES, INC.",220289405.00,0.00,220289405.00,100.00
20251015133440NAL0006255600001,ROLLS ROYCE NORTH AMERICA 401K SAVINGS PLAN MASTER TRUST,ROLLS ROYCE CORPORATION,220265829.00,0.00,220265829.00,100.00
20260618183319NAL0002241747001,UNIVERSITY OF PORTLAND DEFINED CONTRIBUTION AND TAX DEFERRED ANNUITY,THE UNIVERSITY OF PORTLAND,219796262.00,0.00,219796262.00,100.00
20251011194125NAL0020532050001,WOODS HOLE OCEANOGRAPHIC INSTITUTION DEFINED CONTRIBUTION RETIREMENT PLAN,WOODS HOLE OCEANOGRAPHIC INSTITUTION,219771280.00,0.00,219771280.00,100.00
20251001050121NAL0012812897001,ANDRITZ INC. SAVINGS AND INVESTMENT PLAN,ANDRITZ INC.,219197203.00,0.00,219197203.00,100.00
20251014202507NAL0007367986001,EMPLOYEES PROFIT SHARING RETIREMENT PLAN OF SERVCO PACIFIC INC. AND SUBSIDIARIES,SERVCO PACIFIC INC.,218903860.00,0.00,218903860.00,100.00
20250728132719NAL0000924467001,UPBOUND 401(K) RETIREMENT SAVINGS PLAN,"UPBOUND GROUP, INC.",218201176.00,0.00,218201176.00,100.00
20251010172406NAL0004825747001,PRIMERICA SAVINGS & INVESTMENT PLAN,"PRIMERICA, INC.",218197513.00,0.00,218197513.00,100.00
20260629182439NAL0010170259001,BANK OF HAWAII RETIREMENT SAVINGS PLAN,BANK OF HAWAII,218160679.00,0.00,218160679.00,100.00
20260721122406NAL0008716131001,GRANITE CONSTRUCTION PROFIT SHARING AND 401(K) PLAN,GRANITE CONSTRUCTION INCORPORATED,217987227.00,0.00,217987227.00,100.00
20260701132954NAL0012149651001,RETIREMENT TARGET 2030 SEPARATE ACCOUNT,PRINCIPAL LIFE INSURANCE COMPANY,217813793.00,0.00,217813793.00,100.00
20251015163649NAL0010338674001,WATSON CLINIC LLP 401(K) PROFIT SHARING PLAN,WATSON CLINIC LLP,281321512.00,64084201.00,217237311.00,77.00
20251014133813NAL0003049265001,"BRIGGS & STRATTON, LLC 401(K) PLAN","BRIGGS & STRATTON, LLC",217130459.00,0.00,217130459.00,100.00
20251015102513NAL0009064050001,MARSHFIELD CLINIC MASTER TRUST,"MARSHFIELD CLINIC, INC.",481066276.00,264388264.00,216678012.00,45.00
20251015094218NAL0004209153001,SMART PLAN FOR EMPLOYEES OF THE CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA,CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA,216528169.00,0.00,216528169.00,100.00
20251006113045NAL0002022323001,"B. RILEY FINANCIAL, INC. 401(K) PROFIT SHARING PLAN","B. RILEY FINANCIAL, INC.",260619316.00,44555514.00,216063802.00,83.00
20250930154734NAL0029675218001,DYNATRACE INC 401(K) PLAN,DYNATRACE LLC,243590555.00,27679590.00,215910965.00,89.00
20260204094418NAL0005555888001,"SMITH & WESSON BRANDS, INC. PROFIT SHARING AND INVESTMENT PLAN","SMITH & WESSON BRANDS, INC.",215844751.00,0.00,215844751.00,100.00
20250925173713NAL0012568002001,SIERRA NEVADA BREWING 401(K) PLAN,SIERRA NEVADA BREWING CO.,215798803.00,0.00,215798803.00,100.00
20260713123114NAL0000178657001,"TRADITION AMERICA HOLDINGS, INC. 401(K) PLAN","TRADITION AMERICA HOLDINGS, INC.",215781817.00,0.00,215781817.00,100.00
20251009103744NAL0003824483001,AIR LINE PILOTS ASSOCIATION INTERNATIONAL DEFERRED SAVINGS PLAN MASTER TRUST,AIR LINE PILOTS ASSOCIATION INTERNATIONAL,215768499.00,0.00,215768499.00,100.00
20250917142653NAL0000628771001,"THE ELANCO US, INC. 401(K) PLAN",ELANCO US INC.,215684637.00,0.00,215684637.00,100.00
20260629102855NAL0011639121001,FIRSTCASH 401(K) PROFIT SHARING PLAN,"FIRSTCASH HOLDINGS, INC.",215642201.00,0.00,215642201.00,100.00
20251014170158NAL0001710467001,THE BROOKLYN HOSPITAL CENTER 403(B) RETIREMENT PLAN,THE BROOKLYN HOSPITAL CENTER,215549040.00,0.00,215549040.00,100.00
20260723132822NAL0014000849001,EXPEDIA RETIREMENT SAVINGS PLAN,"EXPEDIA, INC.",215489815.00,0.00,215489815.00,100.00
20251015152828NAL0005285329001,TTM TECHNOLOGIES 401(K) RETIREMENT SAVINGS PLAN,"TTM TECHNOLOGIES, INC.",214989557.00,0.00,214989557.00,100.00
20251015013107NAL0007940994001,AHMC HEALTHCARE INC. 401(K) RETIREMENT SAVINGS PLAN,GEMW HEALTHCARE INVESTMENT LP,214766757.00,0.00,214766757.00,100.00
20250908121736NAL0019305201001,SOUTHWEST POWER POOL 401(K) SAVINGS PLAN,"SOUTHWEST POWER POOL, INC.",214440153.00,0.00,214440153.00,100.00
20250930184414NAL0019859362001,CULINARY AND BARTENDERS 401(K) PLAN,TRUSTEES OF THE CULINARY AND BARTENDERS 401(K) TRUST,214202264.00,0.00,214202264.00,100.00
20251015103434NAL0002252099001,"UNILEVER UNITED STATES, INC MASTER SAVINGS TRUST","UNILEVER UNITED STATES, INC.",213803116.00,0.00,213803116.00,100.00
20260715051646NAL0003387362001,"AMSTED INDUSTRIES CAP, RSP UNION AND JOINT VENTURES MST TRUST","AMSTED INDUSTRIES, INC.",213776547.00,0.00,213776547.00,100.00
20260714095042NAL0000883955001,"CARR, RIGGS & INGRAM CAPITAL, LLC 401(K) PLAN & TRUST","CARR, RIGGS & INGRAM CAPITAL, LLC",212797517.00,0.00,212797517.00,100.00
20251006081704NAL0005673040001,"DAYTON FREIGHT LINES, INC. EMPLOYEE 401(K) RETIREMENT PLAN","DAYTON FREIGHT LINES, INC.",212675240.00,0.00,212675240.00,100.00
20251009102248NAL0006819569001,"INTEGRATED ANESTHESIA ASSOCIATES, LLC 401(K) RETIREMENT SAVINGS PLAN","INTEGRATED ANESTHESIA ASSOCIATES, LLC",212019582.00,0.00,212019582.00,100.00
20251008093835NAL0003164435001,"DXP ENTERPRISES, INC. 401(K) RETIREMENT PLAN","DXP ENTERPRISES, INC",211938189.00,0.00,211938189.00,100.00
20251009135900NAL0003629379001,PRINTPACK INC SAVINGS & PROFIT SHARING PLAN,"PRINTPACK, INC.",211916843.00,0.00,211916843.00,100.00
20251007151950NAL0004776481001,CFNI RETIREMENT PLAN,"COMMUNITY FOUNDATION OF NORTHWEST IN, INC.",210935126.00,0.00,210935126.00,100.00
20251015135800NAL0005055873001,DISTRIBUTION SOLUTIONS GROUP RETIREMENT PLAN,"DISTRIBUTION SOLUTIONS GROUP, INC",210692284.00,0.00,210692284.00,100.00
20251013135309NAL0000677267001,THE LUBRIZOL CORPORATION EMPLOYEES PROFIT SHARING AND SAVINGS PLAN,THE LUBRIZOL CORPORATION,209480265.00,0.00,209480265.00,100.00
20250826130530NAL0004470179001,THE 403(B) PLAN FOR THE EMPLOYEES OF CENTRAL MAINE HEALTHCARE,CENTRAL MAINE HEALTHCARE CORPORATION,209416150.00,0.00,209416150.00,100.00
20260720094514NAL0007266179001,"CHENMED, LLC 401(K) PLAN","CHENMED, LLC",209327397.00,0.00,209327397.00,100.00
20251006133037NAL0006158336001,"DAKTRONICS, INC. 401(K) PLAN","DAKTRONICS, INC.",209158254.00,0.00,209158254.00,100.00
20250908145302NAL0019576081001,THE ALAMO GROUP (USA) INC. 401(K) RETIREMENT AND SAVINGS PLAN,"ALAMO GROUP USA, INC.",209017285.00,0.00,209017285.00,100.00
20251013164545NAL0002447264001,ENERGY TRANSFER LP MASTER TRUST,ENERGY TRANSFER LP,209000396.00,0.00,209000396.00,100.00
20260710133740NAL0001434513001,ST. PAUL ELECTRICAL CONSTRUCTION WORKERS 401(K) PLAN,TRUSTEES OF ST. PAUL ELECTRICAL CONSTRUCTION WORKERS 401(K) PLAN,208869165.00,0.00,208869165.00,100.00
20251013142344NAL0001501313001,CHAPMAN UNIVERSITY DEFINED CONTRIBUTION RETIREMENT PLAN,CHAPMAN UNIVERSITY,221928746.00,13081137.00,208847609.00,94.00
20260414202508NAL0016370817001,OPERATING ENGINEERS LOCAL 12 DEFINED CONTRIBUTION TRUST,"BOARD OF TRUSTEES, OPERATING ENGINEERS LOCAL 12",466103171.00,257361574.00,208741597.00,45.00
20251009085218NAL0003756035001,BOB'S DISCOUNT FURNITURE 401(K) PROFIT SHARING PLAN,"BOB'S DISCOUNT FURNITURE, LLC",208608148.00,0.00,208608148.00,100.00
