issuer_name,investment_description,asset_type,par_value,cost,current_value,units_or_shares,page_number,row_id,pdf_name,pdf_stem,sponsor_ein,plan_number,plan_year,sponsor,plan_name
,WCM FOCUSED EMERGINGMARKETS INVESTOR,Mutual Fund,,,"73,019",,71,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WCM FOCUSED INTERNTLOPPORTUNITIES INSTL,Mutual Fund,,,"2,038",,71,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WCM FOCUSED INTLGROWTH FUND INSTL,Mutual Fund,,,"13,880",,71,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WCM FOCUSED INTLGROWTH FUND INVESTOR,Mutual Fund,,,"28,531",,71,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WEITZ CORE PLUSINCOME FD INSTL CL,Mutual Fund,,,"78,604",,71,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WEITZ CORE PLUSINCOME FD INVESTOR,Mutual Fund,,,"297,369",,71,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WEITZ MULTI CAPEQUITY INVESTOR,Mutual Fund,,,"11,405",,71,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WEITZ PARTNERS IIIOPPORTUNITY FD INSTL,Mutual Fund,,,"3,634",,71,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WESTERN ASSET COREBOND FUND CL I,Mutual Fund,,,"144,223",,71,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WESTERN ASSET COREBOND PLUS FUND CL A,Mutual Fund,,,"6,621",,71,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WESTWOOD REAL ESTATEINCOME FUND CL A,Mutual Fund,,,948,,71,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WESTWOOD SALIENTGLOBAL REAL ESTATE A,Mutual Fund,,,"4,359",,71,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WILLIAM BLAIR EMERGMARKETS GRTH FD CL N,Mutual Fund,,,"47,514",,71,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WILLIAM BLAIR INTNATLEADERS FUND CL I,Mutual Fund,,,"17,299",,71,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WILLIAM BLAIR LARGECAP GROWTH FD N,Mutual Fund,,,"191,154",,71,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WILLIAM BLAIR SMALLCAP FD CLASS I,Mutual Fund,,,"7,360",,71,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WILLIAM BLAIR SMALLCAP GROWTH CLASS N,Mutual Fund,,,"57,661",,71,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WILLIAM BLAIR SMALLCAP VALUE CLASS N,Mutual Fund,,,409,,71,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WILLIAM BLAIR SMALLMID CAP GROWTH CL N,Mutual Fund,,,"59,753",,71,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,WORLD PRECIOUSMINERALS FUND,Mutual Fund,,,"12,834",,71,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,YCG ENHANCED FUNDSERVICE/REGULAR,Mutual Fund,,,"444,636",,71,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ZACKS SMALL-CAP COREFUND INSTITUTIONAL,Mutual Fund,,,"2,488",,71,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,Total mutual funds,Mutual Fund,,,"33,164,728,872",,71,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,Notes Receivable from Participants (interest rates of 3.75% to 11.00% per annum)1,Mutual Fund,,,"141,700,317",,71,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,Total Investments and Notes Receivable from Participants,Mutual Fund,,,"33,306,429,189",,71,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,13D ACTIVIST FUND CLA,Mutual Fund,,,362,,123,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,13D ACTIVIST FUNDCL I,Mutual Fund,,,"2,543",,123,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AB LARGE CAP GROWTHCLASS A,Mutual Fund,,,"41,416",,123,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AB LARGE CAPGROWTH CL C,Mutual Fund,,,21,,123,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AB SMALL CAP GROWTHPORT CLASS A,Mutual Fund,,,"5,428",,123,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ABBEY CAPITAL MULTIASSET FUND CLASS I,Mutual Fund,,,"5,183",,123,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ABERDEEN CHINA ASHARE EQ INSTL SVC,Mutual Fund,,,"23,881",,123,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ABERDEEN CHINA ASHARE EQUITY CL A,Mutual Fund,,,"30,281",,123,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ABERDEEN DYNAMICDIVIDEND CL A,Mutual Fund,,,"7,579",,123,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ABERDEEN EMERGINGMARKETS FD INSTL CL,Mutual Fund,,,"1,859",,123,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ABERDEEN EMERGINGMRKTS FD INSTL SV CL,Mutual Fund,,,"2,872",,123,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ABERDEEN GLOBALINFRASTRUCTURE INSTL,Mutual Fund,,,"3,540",,123,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ABERDEEN U.S. SMALLCAP EQUITY FD CL A,Mutual Fund,,,"15,908",,123,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ABERDEEN US SUSTAINLEADERS FUND CL A,Mutual Fund,,,"1,108",,123,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ABR DYNAMIC BLEND EQ& VOLATILITY INVST,Mutual Fund,,,"10,728",,123,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ACADIAN EMERGINGMARKETS PORT INVSTR,Mutual Fund,,,"11,494",,123,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ADV PREFERRED GOLDBULLION STRAT INV,Mutual Fund,,,"523,317",,123,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ADVISORS PREFERREDQUANTIFIED STF INVST,Mutual Fund,,,"40,850",,123,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ADVISORS PREFERREDSPECTRUM LOW VOL INV,Mutual Fund,,,"2,498",,123,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AEGIS VALUE FUND INC,Mutual Fund,,,"46,150",,123,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AKRE FOCUS FUNDINSTL,Mutual Fund,,,"401,525",,123,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AKRE FOCUS FUNDRETAIL,Mutual Fund,,,"1,113,191",,123,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALGER DYNAMICOPPORTUNITIES CL A,Mutual Fund,,,275,,123,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALGER GROWTH&INCOMECLASS A,Mutual Fund,,,642,,123,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALGER HEALTHSCIENCES FD CL A,Mutual Fund,,,"17,750",,123,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALGER RESPONSIBLEINVESTING FUND CL A,Mutual Fund,,,"14,335",,123,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALGER SMALL CAPFOCUS CLASS A,Mutual Fund,,,"71,559",,123,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALGER SMALL CAPFOCUS CLASS Z,Mutual Fund,,,"1,032",,123,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALGER SMALL CAPGROWTH CL Z,Mutual Fund,,,"67,726",,123,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALGER SPECTRA CL Z,Mutual Fund,,,"125,736",,123,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING CORE PLUSBOND FUND A,Mutual Fund,,,"2,148",,123,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING CORE PLUSBOND FUND INST,Mutual Fund,,,"4,086",,123,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING DIVRSFDCAP BUILDER FD A,Mutual Fund,,,"435,525",,123,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING DIVRSFDINCME BUILD FD A,Mutual Fund,,,"1,477",,123,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING INDEXFUND A,Mutual Fund,,,"53,982",,123,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING PRECIOUSMETALS FUND A,Mutual Fund,,,"823,268",,123,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING PRECIOUSMETALS FUND INST,Mutual Fund,,,"68,563",,123,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING SHORT TERMBOND PLUS FD A,Mutual Fund,,,"1,191",,123,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING SHORT TERMHIGH INCOME INSTL,Mutual Fund,,,"1,257",,123,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING SPECIALGLOBAL SMALL CAP C,Mutual Fund,,,"1,936",,123,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING SPECIALMID CAP VLUE FD A,Mutual Fund,,,"25,069",,123,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING SPECTRUMAGRSSIV GRTH FD INST,Mutual Fund,,,"1,628",,123,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALLSPRING UTILITY &TELECOMMS FUND A,Mutual Fund,,,"26,849",,123,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALPHACENTRIC LIFESCIENCE & HLTHCARE I,Mutual Fund,,,"33,358",,123,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALPHACENTRIC ROBOTICAND AUTOMATION I,Mutual Fund,,,"116,740",,123,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALPS CORECOMM MGMTCOMP COMM STRT INV,Mutual Fund,,,"7,009",,123,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALPS SMITH TOTALRETURN BOND CL I,Mutual Fund,,,"73,358",,123,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ALPS/KOTAK INDIAESG FUND INVESTOR,Mutual Fund,,,"15,401",,123,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMANA DEVELOPINGWORLD FUND,Mutual Fund,,,"12,851",,124,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMANA DEVELOPINGWORLD INSTITUTIONAL,Mutual Fund,,,"18,329",,124,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMANA GROWTH FUNDINSTITUTIONAL,Mutual Fund,,,"44,837",,124,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMANA INCOME FUNDINSTITUTIONAL,Mutual Fund,,,"38,435",,124,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMANA MUTUAL FUNDTRUST GROWTH,Mutual Fund,,,"867,555",,124,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMANA MUTUAL FUNDTRUST INCOME,Mutual Fund,,,"192,239",,124,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMANA PARTICIPATIONFD INSTITUTIONAL CL,Mutual Fund,,,"2,213",,124,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMANA PARTICIPATIONFD INVESTOR CLASS,Mutual Fund,,,"605,351",,124,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMCAP FUND F3,Mutual Fund,,,"385,493",,124,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMER BEACON SHAPIROSMID CAP EQ INV,Mutual Fund,,,"3,243",,124,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN 2020 TARGETDATE RETIREMNT F1,Mutual Fund,,,115,,124,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN 2035 TARGETDATE RETIREMNT F1,Mutual Fund,,,"157,061",,124,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN 2040 TARGETDATE RETIREMNT F1,Mutual Fund,,,"13,052",,124,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN 2050 TARGETDATE RETIREMNT F1,Mutual Fund,,,"4,505",,124,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN 2055 TARGETDATE RETIREMNT F1,Mutual Fund,,,"6,235",,124,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN AMCAP FUNDCLASS F1,Mutual Fund,,,"58,956",,124,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN AMCAPCLASS A,Mutual Fund,,,"21,173",,124,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BALANCEDCLASS A,Mutual Fund,,,"18,661",,124,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BALANCEDCLASS F1,Mutual Fund,,,"1,004,767",,124,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BALANCEDFUND F2,Mutual Fund,,,"50,142",,124,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BEACON AHLMNGD FUTURES STRAT Y,Mutual Fund,,,"25,610",,124,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BEACON ARKTRANS INNOVTN INVSTR,Mutual Fund,,,"991,154",,124,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BEACON DEVWORLD INCOME INV,Mutual Fund,,,"7,454",,124,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BEACON FEACFLOATING RT INC INV,Mutual Fund,,,589,,124,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BEACON SIMHIGH YLD OPPS INVEST,Mutual Fund,,,"9,952",,124,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BEACON SSIALTERNATIVE INC INV,Mutual Fund,,,"10,802",,124,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BEACON THELONDON CO INC EQ INV,Mutual Fund,,,"1,026",,124,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BEACONBALANCED INVST,Mutual Fund,,,"28,474",,124,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BEACONSHAPIRO EQ OPPOR INV,Mutual Fund,,,348,,124,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BEACONTOCQUEVILLE INT VAL,Mutual Fund,,,"103,048",,124,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN BOND FUNDOF AMERICA CLASS A,Mutual Fund,,,"9,575",,124,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CAPITALINCOME BUILDER CL A,Mutual Fund,,,"12,230",,124,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CAPITALINCOME BUILDER CL F1,Mutual Fund,,,"11,935",,124,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CAPITALWORLD GRTH & INC A,Mutual Fund,,,"15,520",,124,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CAPITALWORLD GRWTH & INC F1,Mutual Fund,,,"51,819",,124,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CEN FOCUSEDDYNAMIC GROWTH INV,Mutual Fund,,,"278,281",,124,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURY MIDCAP VALUE INV SHS,Mutual Fund,,,"3,696",,124,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURY SHTDUR STRAT INC INV,Mutual Fund,,,"210,093",,124,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURY SMLCAP VAL CLASS I,Mutual Fund,,,"17,623",,124,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURYEMERGING MARKETS INV,Mutual Fund,,,"21,490",,124,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURYEQUITY INCOME INV CL,Mutual Fund,,,"66,300",,124,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURYGLOBAL GOLD CL A,Mutual Fund,,,"2,436",,124,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURYGLOBAL GOLD INV CL,Mutual Fund,,,"989,346",,124,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURYINFLN ADJ BOND INV,Mutual Fund,,,"2,937",,124,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURYLARGE CAP EQUITY INV,Mutual Fund,,,"74,449",,124,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURYSELECT INVESTOR CL,Mutual Fund,,,77,,124,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURYSMALL CAP GRWTH INV,Mutual Fund,,,"28,920",,124,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CENTURYSMALL CAP VALUE INV,Mutual Fund,,,"205,135",,124,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CLASS EMERGMARKETS BOND F-1,Mutual Fund,,,"60,520",,125,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN CORPORATEBOND FUND CL F1,Mutual Fund,,,"99,047",,125,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN EUROPACIFICGROWTH CLASS A,Mutual Fund,,,"59,076",,125,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN EUROPACIFICGROWTH CLASS F1,Mutual Fund,,,"15,580",,125,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN EUROPACIFICGROWTH FUND CL F2,Mutual Fund,,,"14,586",,125,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN EUROPACIFICGROWTH FUND F3,Mutual Fund,,,"291,234",,125,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN FUNDAMENTALINVESTORS CL F1,Mutual Fund,,,"146,726",,125,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN FUNDAMENTALINVESTORS CLASS A,Mutual Fund,,,"1,445",,125,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN FUNDS 2035TARG DATE - R6,Mutual Fund,,,"1,887",,125,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN FUNDS CONVGRWTH & INCM PORT F1,Mutual Fund,,,"131,375",,125,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN FUNDS GRWTH& INC PORTFOLIO F1,Mutual Fund,,,"9,580",,125,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN FUNDS INFLTLINKED BOND CL F1,Mutual Fund,,,944,,125,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN FUNDS INFLTLINKED BOND CL F2,Mutual Fund,,,"14,855",,125,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN FUNDSGROWTH PORT F1,Mutual Fund,,,"51,164",,125,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN GROWTH FUNDOF AMERICA CL F2,Mutual Fund,,,"122,268",,125,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN GROWTH FUNDOF AMERICA CLASS A,Mutual Fund,,,"29,902",,125,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN GROWTH FUNDOF AMERICA CLASS F1,Mutual Fund,,,903,,125,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN HIGH INCOMECLASS F1,Mutual Fund,,,"184,672",,125,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN HIGH INCOMETRUST CLASS A,Mutual Fund,,,"4,441",,125,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN INCOME FUNDOF AMERICA CLASS A,Mutual Fund,,,"13,475",,125,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN INTERNATLGROWTH & INCOME CL A,Mutual Fund,,,"4,211",,125,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN INVESTMENTCO OF AMERICA CL F1,Mutual Fund,,,"224,091",,125,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN INVESTMNTCO OF AMERICA CL A,Mutual Fund,,,"108,010",,125,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN MUTUAL FUNDCLASS A,Mutual Fund,,,"1,092",,125,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN MUTUAL FUNDCLASS F1,Mutual Fund,,,"726,458",,125,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN NEW WORLDCLASS F1,Mutual Fund,,,"196,479",,125,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN NEW WORLDFUND CL F2,Mutual Fund,,,"22,802",,125,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN NEW WORLDFUND CLASS A,Mutual Fund,,,"46,466",,125,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN NEW WORLDFUND F3,Mutual Fund,,,"5,122",,125,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN NEWPERSPECTIVE CL F2,Mutual Fund,,,"12,665",,125,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN NEWPERSPECTIVE CLASS A,Mutual Fund,,,261,,125,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN NEWPERSPECTIVE CLASS F1,Mutual Fund,,,"167,264",,125,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN SHORT TERMBOND FD CL F1,Mutual Fund,,,"7,411",,125,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN SMALL CAPWORLD CLASS A,Mutual Fund,,,"14,232",,125,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN SMALLCAPWORLD CLASS F1,Mutual Fund,,,"2,848",,125,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN STRATEGICBOND FUND F1,Mutual Fund,,,433,,125,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN WASHINGTONMUTUAL INVESTORS F1,Mutual Fund,,,"264,739",,125,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMERICAN WASHINGTONMUTUAL INVESTORS F2,Mutual Fund,,,"62,304",,125,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMG FRONTIERSMALL CAP GROWTH I,Mutual Fund,,,"230,248",,125,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMG GW&K ESG BONDFUND N,Mutual Fund,,,"20,355",,125,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMG RIVER ROAD LRGCAP VALUE SELECT I,Mutual Fund,,,"12,272",,125,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMG TIMESSQUAREINTERNL SMALLCAP N,Mutual Fund,,,479,,125,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMG VERITAS ASIAPACIFIC FUND N,Mutual Fund,,,"2,582",,125,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMG VERITAS CHINAFUND N,Mutual Fund,,,"2,698",,125,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMG YACKTMAN FUNDI,Mutual Fund,,,"135,646",,125,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMG YACKTMAN GLOBALCLASS I,Mutual Fund,,,"10,409",,125,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMG YACKTMAN SPECIALOPPS FD I,Mutual Fund,,,"11,866",,125,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMG YACKTMANFOCUSED I,Mutual Fund,,,"70,040",,125,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,AMG YACKTMANFOCUSED N,Mutual Fund,,,"668,843",,126,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ANCHOR RISK MANAGEDEQUITY STRAT INSTL,Mutual Fund,,,"2,035",,126,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
