issuer_name,investment_description,asset_type,par_value,cost,current_value,units_or_shares,page_number,row_id,pdf_name,pdf_stem
,HENNESSY ENERGYTRANSITION INVESTOR,,,,"33,577",,50,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY FOCUS FUNDINSTITUTIONAL CL,,,,"335,337",,51,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY FOCUS FUNDINVESTOR CLASS,,,,"213,366",,51,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY GAS UTILITYINVESTOR CL,,,,"124,346",,51,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY JAPAN INSTLCL,,,,"119,252",,51,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY JAPAN INVSTCLASS,,,,"124,357",,51,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY JAPAN SMALLCAP CL INSTIT,,,,"23,828",,51,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY JAPAN SMALLCAP INVESTOR CL,,,,"200,826",,51,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY LARGE CAPFINANCIAL CL INST,,,,20,,51,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY LARGE CAPFINANCIAL INVSTR CL,,,,"19,540",,51,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY MIDSTREAMINV,,,,"156,804",,51,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY SMALL CAPFINANCIAL INSTIT CL,,,,934,,51,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY SMALL CAPFINANCIAL INVSTR CL,,,,"31,575",,51,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HODGES BLUE CHIP EQINCOME FD RETAIL,,,,728,,51,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HODGES FUND FUNDRETAIL CLASS,,,,"47,902",,51,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HODGES SMALL CAPFUND RETAIL CLASS,,,,"41,976",,51,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HODGES SMALL CAPINSTITUTIONAL CL,,,,"3,841",,51,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOOD RIVER SMALL CAPGROWTH FUND INSTL,,,,"114,012",,51,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HORIZON MULTI FACTORU.S. EQUITY ADVISOR,,,,107,,51,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOTCHKIS & WILEY MIDCAP VALUE CL A,,,,348,,51,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOTCHKIS & WILEYHIGH YIELD FUND CL A,,,,"3,922",,51,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOTCHKIS & WILEYSMALL CAP VALUE CL A,,,,"24,242",,51,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOTCHKIS & WILEYSML CAP DIV VAL I,,,,"35,786",,51,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOTCHKIS & WILEYVALUE OPP CLASS A,,,,"165,754",,51,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HUBER CAPITAL EQUITYINCOME FUND INSTL,,,,"39,844",,51,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HUBER CAPITAL EQUITYINCOME FUND INVESTOR,,,,325,,51,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HUSSMAN STRATEGICMARKET CYCLE,,,,"66,986",,51,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ICON CONSUMERSELECT FUND INSTL,,,,"29,535",,51,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ICON EQUITY FUNDINVESTOR,,,,387,,51,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ICON HEALTH ANDINFORM TECH INSTL,,,,"63,949",,51,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ICON NATURAL RESAND INFRA FUND INSTL,,,,"118,749",,51,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IDX RISK MANAGEDBITCOIN FUND I,,,,"10,029",,51,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMAN FUND RETAILSHARES,,,,"66,473",,51,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX ELLEVATE GLBLWOMENS LDERSP INV,,,,469,,51,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX GLOBAL ENVIRONMARKETS INVESTOR,,,,"61,471",,51,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX GLOBAL SUSTAININFRASTRUCTURE INSTL,,,,224,,51,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX LARGE CAP FDINVESTOR,,,,10,,51,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX SMALL CAPFD INVESTOR CL,,,,"10,409",,51,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX SUSTAINABLEALLOCATION INVESTOR,,,,"249,301",,51,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX US SUSTAINABLEECONOMY INSTL,,,,"75,977",,51,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INDUSTRIALS ULTRASECTOR PRO FDS -INV,,,,"4,333",,51,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INTERNET ULTRASECTORPRO FD INVESTOR,,,,"69,214",,51,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INTREPID CAPITALFUND INVESTOR CLASS,,,,3,,51,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INTREPID INCOMEFUND INSTITUTIONAL,,,,"211,091",,51,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVENOMIC INSTL CL,,,,"474,755",,51,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVENOMIC INVESTORCLASS,,,,"86,037",,51,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO FLOATINGRATE ESG CLASS A,,,,"38,551",,51,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO COMSTOCKFUND CL A,,,,162,,51,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO COMSTOCKSELECT A,,,,36,,51,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO CORE BOND A,,,,"24,507",,51,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO CORPORATEBOND FUND CL A,,,,"65,266",,51,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO DIVERSIFIEDDIVIDEND CLASS A,,,,"53,708",,52,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO DIVERSIFIEDDIVIDEND FUND CL R5,,,,"4,959",,52,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO DIVIDENDINCOME FUND A,,,,"12,953",,52,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO ENERGY CLASSA,,,,"74,674",,52,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO EQUALLYWEIGHTED S&P 500 A,,,,"294,033",,52,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO EQV EUROPEANEQUITY CLASS A,,,,"9,062",,52,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO GLOBAL A,,,,"1,874",,52,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO GLOBALOPPORTUNITIES A,,,,"122,249",,52,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO GLOBALOPPORTUNITIES R,,,,"10,485",,52,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO GOLD & SPECMINERALS A,,,,"1,469,365",,52,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO GREATERCHINA CLASS A,,,,"3,182",,52,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO INTL SMALLMID COMPANY A,,,,"279,655",,52,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO S&P 500INDEX CLASS A,,,,"158,600",,52,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO SENIORFLOATING RATE A,,,,"36,444",,52,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO SMALL CAPVALUE FUND CL A,,,,741,,52,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO STEELPATHMLP ALPHA A,,,,645,,52,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO STEELPATHMLP ALPHA PLUS A,,,,"34,689",,52,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO STEELPATHMLP INCOME A,,,,"782,594",,52,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO STEELPATHMLP SELECT 40 A,,,,"9,538",,52,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO SUMMITCLASS A,,,,584,,52,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO TECHNOLOGYCLASS A,,,,"22,696",,52,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO VALUEOPPORTUNITIES FUND A,,,,202,,52,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IRONCLAD MANAGEDRISK FUND,,,,"6,225",,52,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES S&P 500INDEX INSTITUTIONAL,,,,"174,249",,52,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES S&P 500INDEX INVESTOR A,,,,"1,525,864",,52,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES DEVELOPEDREAL ESTATE IDX INST,,,,"26,511",,52,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES DEVELOPEDRL ESTATE IDX INV A,,,,"6,606",,52,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES MSCI EAFEINTL IDX CL A,,,,"1,504",,52,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES MSCI EAFEINTL IDX INSTL,,,,"52,905",,52,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES RUSSELL 2000SMALL CAP IDX INSTL,,,,"34,338",,52,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES RUSSELL 2000SMALL CAP IDX INV A,,,,"119,734",,52,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES RUSSELL SMMID CP IDX INV A,,,,"43,040",,52,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES S&P 500INDEX SERVICE,,,,"320,537",,52,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES TOTAL USSTOCK MRKT INDEX INS,,,,"13,567",,52,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES TOTAL USSTOCK MRKT INDX A,,,,"61,583",,52,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JACKSON SQUARE SMIDCAP GROWTH FD INVEST,,,,"7,351",,52,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JACOB INTERNET,,,,"96,304",,52,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JACOB MICRO CAPGROWTH INSTL CL,,,,"4,311",,52,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JACOB MICRO CAPGROWTH INV CL,,,,"26,156",,52,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JACOB SMALL CAPGROWTH FUND,,,,778,,52,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JAMES BALANCED:GOLDEN RAINBOW FUND,,,,"4,203",,52,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON ABSRET INC OPPOR T,,,,4,,52,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON ADAPRISK MNGD US EQ CL T,,,,"25,720",,52,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON GLBLEQUITY INCOME CL A,,,,"4,986",,52,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON GLBLEQUITY INCOME T,,,,"55,806",,52,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON GLREAL ESTATE I,,,,"2,858",,52,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON SMMID CAP VALUE T,,,,"53,996",,52,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONBALANCED I,,,,"12,322",,52,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONBALANCED T,,,,"1,160,070",,52,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONENTERPRISE I,,,,"102,566",,53,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONENTERPRISE T,,,,"955,209",,53,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONEUROPEAN FOCUS A,,,,"6,746",,53,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONEUROPEAN FOCUS CL T,,,,"56,354",,53,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONEUROPEAN FOCUS I,,,,"14,286",,53,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONFORTY T,,,,"58,346",,53,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGL LIFE SCIENCES I,,,,"8,395",,53,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGL LIFE SCIENCES T,,,,"1,719,015",,53,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGLOB TECH & INNOV I,,,,"136,713",,53,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGLOB TECH & INNOV T,,,,"868,127",,53,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGLOBAL RESEACH T,,,,"58,614",,53,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGLOBAL SELECT T,,,,"14,161",,53,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGROWTH & INCOME T,,,,"21,791",,53,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONHIGH-YIELD T,,,,"4,956",,53,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONMULTI-SECTOR INCME I,,,,"5,217",,53,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONMULTISECTOR INCOME T,,,,"11,079",,53,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONOVERSEAS I,,,,"28,452",,53,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONOVERSEAS T,,,,"3,208",,53,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONRESEARCH T,,,,"264,284",,53,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONRESPONS INTL DIV T,,,,"34,712",,53,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONSMALL CAP VALUE T,,,,"18,555",,53,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONTRITON T,,,,"94,360",,53,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONVENTURE T,,,,"180,641",,53,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JENSEN QUALITY VALUEFUND CLASS J,,,,"17,900",,53,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JENSEN QUALITYGROWTH FD CL I,,,,"66,978",,53,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JENSEN QUALITYGROWTH FD CL J,,,,"97,481",,53,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHCM GLOBAL SELECTADV,,,,"7,492",,53,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHCM INTERNATIONALSELECT INV,,,,"51,526",,53,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HAN DISCIPLINEDVALUE MID CAP CL I,,,,"31,569",,53,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK BLUECHIP GROWTH CL A,,,,"29,182",,53,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK BONDFUND CLASS I,,,,"380,455",,53,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK CLASSICVALUE CL A,,,,"1,484",,53,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK DISCIPLVAL GLB LONG SHORT A,,,,"8,708",,53,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK ESG LRGCAP CORE FUND CL I,,,,"1,474",,53,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK FDMTLALL CAP CORE CL I,,,,"6,870",,53,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK FDMTLLRG CAP CORE CL A,,,,"11,931",,53,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK FINC'LINDUSTRIES CLASS A,,,,"6,076",,53,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK IIINTL SM COMPANY A,,,,"23,864",,53,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK INTLDYNAMIC GROWTH A,,,,"1,147",,53,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK REALESTATE SECURITIES A,,,,"12,893",,53,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK SMALLCAP CORE FUND CL A,,,,12,,53,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK USGROWTH FUND CL A,,,,"13,372",,53,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCKINCOME FUND A,,,,139,,53,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCKINFRASTRUCTURE A,,,,8,,53,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCKREGIONAL BANK CL A,,,,"9,275",,53,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCKREGIONAL BANK CL I,,,,"147,291",,53,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JP MORGAN HEDGEDEQUITY 3 FD I,,,,300,,53,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JP MORGAN INTLHEDGED EQUITY CL A,,,,376,,53,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN CORE PLUSBOND CLASS I,,,,"29,207",,54,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN DIVERS MIDCAP GROWTH CLASS I,,,,"4,286",,54,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EMERGINGMARKETS EQUITY CL A,,,,"66,582",,54,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EQUITY PREMINCOME CL I,,,,"47,963",,54,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EQUITYINCOME FUND CL A,,,,"68,508",,54,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EQUITY CLASS A,INDEX FUND,,,"1,906",,54,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EQUITYPREMIUM INCOME CL A,,,,"108,343",,54,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EUROPEDYNAMIC CLASS A,,,,"3,043",,54,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN GLOBALALLOCATION FUND CL A,,,,"16,576",,54,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN GROWTHADVANTAGE FUND CL A,,,,"125,229",,54,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN GRWTH ADVFUND CLASS I,,,,"5,776",,54,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN HEDGEDEQUITY 2 FUND A,,,,"81,605",,54,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN HEDGEDEQUITY 3 FUND A,,,,"105,509",,54,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN HEDGEDEQUITY CLASS A,,,,"48,599",,54,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN HEDGEDEQUITY CLASS I,,,,"62,642",,54,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INCOME FUNDCLASS A,,,,"12,192",,54,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INCOME FUNDCLASS I,,,,"2,756",,54,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INTERNATLVALUE FUND CLASS A,,,,600,,54,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INTERNTLEQUITY FUND CLASS I,,,,"2,529",,54,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INVESTORGROWTH & INCOME CL A,,,,"23,452",,54,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INVESTORGROWTH FUND CLASS A,,,,"443,862",,54,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INVESTORGROWTH FUND CLASS I,,,,"43,779",,54,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN LARGE CAPGROWTH CLASS A,,,,"38,056",,54,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN LARGE CAPGROWTH CLASS I,,,,"634,624",,54,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN LARGE CAPVALUE FUND CLASS A,,,,"17,924",,54,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN MID CAPGROWTH FUDN CLASS A,,,,"5,312",,54,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN PREFERREDAND INC SECURITIES I,,,,"12,438",,54,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN RESEARCHMKT NEUTRAL CLASS A,,,,"20,906",,54,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN SMALL CAPBLEND CL I,,,,"4,975",,54,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN SMALL CAPEQUITY FND CLASS I,,,,"5,014",,54,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN U.S. GARPEQUITY FUND CL A,,,,"266,047",,54,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN UNDISCOVERDMNG BEHAVIOR CL I,,,,"1,645",,54,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN US EQUITYFUND CLASS A,,,,"140,561",,54,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN US LG CAPCORE PLUS CLASS I,,,,"215,130",,54,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN US RESEARCHENHANCED EQ CL I,,,,"69,999",,54,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN US SUSTAINLEADERS CL A,,,,"26,899",,54,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN VALUE ADVFD CLASS L,,,,"7,070",,54,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN VALUEADVANTAGE CL A,,,,"33,591",,54,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICS GLOBAL FUNDNO LOAD CLASS SHARES,,,,"27,596",,54,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICS MARKETOPPORTUNITIES FD,,,,"460,090",,54,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICS PARADIGM FDINSTIT CL,,,,"127,428",,54,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICS SMALL CAPOPPORTUNITIES,,,,"1,065,462",,54,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICS SMALL CAPOPPORTUNITIES INSTL,,,,"220,510",,54,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICSPARADIGM FUND,,,,"980,541",,54,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KOPERNIK GLOBAL ALLCAP FUND INSTL,,,,"47,919",,54,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD EMERGING MKTSEQUITY OPEN CL SHRS,,,,"1,109",,54,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD GLOBAL LISTEDINFRASTRUCTE INSTL,,,,"193,183",,54,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD GLOBAL LISTEDINFRASTRUCTURE OPEN,,,,"593,175",,54,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD INTL STRATEGYEQUITY PORT INTL CL,,,,"108,144",,54,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD US EQTY CONCENTRATED PRT OPEN SHS,,,,"25,684",,54,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD USSUSTAINABLE EQ OPEN,,,,397,,55,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LEUTHOLD GRIZZLYSHORT FUND,,,,"42,773",,55,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES BONDINSTL,,,,"112,407",,55,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES BONDRETAIL SHARES,,,,"73,273",,55,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES COREPLUS BD FD CL A,,,,"29,924",,55,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES COREPLUS BOND FUND CL Y,,,,"27,892",,55,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES GLOBALALLOCATION CLASS Y,,,,"5,905",,55,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES GROWTHCL Y,,,,"5,565",,55,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES INFLATPROT SEC INST'L,,,,"3,809",,55,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES INVSTGRADE BOND CL A,,,,"39,573",,55,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES SMALLCAP GRWTH RETAIL,,,,"3,364",,55,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLESGROWTH CL A,,,,"59,836",,55,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LORD ABBETT BONDDEBENTURE CLASS A,,,,"12,041",,55,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LORD ABBETT DEVELOPGROWTH CLASS A,,,,"127,842",,55,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
