issuer_name,investment_description,asset_type,par_value,cost,current_value,units_or_shares,page_number,row_id,pdf_name,pdf_stem
,JPMORGAN GRWTH ADVFUND CLASS I,Mutual Fund,,,"5,776",,54,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN HEDGEDEQUITY 2 FUND A,Mutual Fund,,,"81,605",,54,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN HEDGEDEQUITY 3 FUND A,Mutual Fund,,,"105,509",,54,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN HEDGEDEQUITY CLASS A,Mutual Fund,,,"48,599",,54,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN HEDGEDEQUITY CLASS I,Mutual Fund,,,"62,642",,54,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INCOME FUNDCLASS A,Mutual Fund,,,"12,192",,54,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INCOME FUNDCLASS I,Mutual Fund,,,"2,756",,54,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INTERNATLVALUE FUND CLASS A,Mutual Fund,,,600,,54,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INTERNTLEQUITY FUND CLASS I,Mutual Fund,,,"2,529",,54,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INVESTORGROWTH & INCOME CL A,Mutual Fund,,,"23,452",,54,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INVESTORGROWTH FUND CLASS A,Mutual Fund,,,"443,862",,54,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN INVESTORGROWTH FUND CLASS I,Mutual Fund,,,"43,779",,54,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN LARGE CAPGROWTH CLASS A,Mutual Fund,,,"38,056",,54,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN LARGE CAPGROWTH CLASS I,Mutual Fund,,,"634,624",,54,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN LARGE CAPVALUE FUND CLASS A,Mutual Fund,,,"17,924",,54,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN MID CAPGROWTH FUDN CLASS A,Mutual Fund,,,"5,312",,54,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN PREFERREDAND INC SECURITIES I,Mutual Fund,,,"12,438",,54,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN RESEARCHMKT NEUTRAL CLASS A,Mutual Fund,,,"20,906",,54,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN SMALL CAPBLEND CL I,Mutual Fund,,,"4,975",,54,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN SMALL CAPEQUITY FND CLASS I,Mutual Fund,,,"5,014",,54,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN U.S. GARPEQUITY FUND CL A,Mutual Fund,,,"266,047",,54,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN UNDISCOVERDMNG BEHAVIOR CL I,Mutual Fund,,,"1,645",,54,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN US EQUITYFUND CLASS A,Mutual Fund,,,"140,561",,54,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN US LG CAPCORE PLUS CLASS I,Mutual Fund,,,"215,130",,54,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN US RESEARCHENHANCED EQ CL I,Mutual Fund,,,"69,999",,54,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN US SUSTAINLEADERS CL A,Mutual Fund,,,"26,899",,54,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN VALUE ADVFD CLASS L,Mutual Fund,,,"7,070",,54,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN VALUEADVANTAGE CL A,Mutual Fund,,,"33,591",,54,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICS GLOBAL FUNDNO LOAD CLASS SHARES,Mutual Fund,,,"27,596",,54,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICS MARKETOPPORTUNITIES FD,Mutual Fund,,,"460,090",,54,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICS PARADIGM FDINSTIT CL,Mutual Fund,,,"127,428",,54,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICS SMALL CAPOPPORTUNITIES,Mutual Fund,,,"1,065,462",,54,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICS SMALL CAPOPPORTUNITIES INSTL,Mutual Fund,,,"220,510",,54,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KINETICSPARADIGM FUND,Mutual Fund,,,"980,541",,54,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,KOPERNIK GLOBAL ALLCAP FUND INSTL,Mutual Fund,,,"47,919",,54,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD EMERGING MKTSEQUITY OPEN CL SHRS,Mutual Fund,,,"1,109",,54,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD GLOBAL LISTEDINFRASTRUCTE INSTL,Mutual Fund,,,"193,183",,54,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD GLOBAL LISTEDINFRASTRUCTURE OPEN,Mutual Fund,,,"593,175",,54,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD INTL STRATEGYEQUITY PORT INTL CL,Mutual Fund,,,"108,144",,54,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD US EQTY CONCENTRATED PRT OPEN SHS,Mutual Fund,,,"25,684",,54,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LAZARD USSUSTAINABLE EQ OPEN,Mutual Fund,,,397,,55,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LEUTHOLD GRIZZLYSHORT FUND,Mutual Fund,,,"42,773",,55,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES BONDINSTL,Mutual Fund,,,"112,407",,55,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES BONDRETAIL SHARES,Mutual Fund,,,"73,273",,55,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES COREPLUS BD FD CL A,Mutual Fund,,,"29,924",,55,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES COREPLUS BOND FUND CL Y,Mutual Fund,,,"27,892",,55,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES GLOBALALLOCATION CLASS Y,Mutual Fund,,,"5,905",,55,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES GROWTHCL Y,Mutual Fund,,,"5,565",,55,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES INFLATPROT SEC INST'L,Mutual Fund,,,"3,809",,55,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES INVSTGRADE BOND CL A,Mutual Fund,,,"39,573",,55,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLES SMALLCAP GRWTH RETAIL,Mutual Fund,,,"3,364",,55,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LOOMIS SAYLESGROWTH CL A,Mutual Fund,,,"59,836",,55,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LORD ABBETT BONDDEBENTURE CLASS A,Mutual Fund,,,"12,041",,55,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LORD ABBETT DEVELOPGROWTH CLASS A,Mutual Fund,,,"127,842",,55,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LORD ABBETT FOCUSEDSMALL CAP VALUE A,Mutual Fund,,,"17,830",,55,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LORD ABBETT GROWTHLEADERS FUND CL A,Mutual Fund,,,"69,820",,55,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LORD ABBETT HIGHYIELD CLASS A,Mutual Fund,,,"2,116",,55,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LORD ABBETT MICROCAP GROWTH FUND A,Mutual Fund,,,"6,721",,55,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LORD ABBETT SHORTDURATION HI YIELD A,Mutual Fund,,,"538,517",,55,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LORD ABBETT SHORTDURATION INCOME CL A,Mutual Fund,,,"29,550",,55,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LORD ABBETTCONVERTIBLE FD CL A,Mutual Fund,,,"5,650",,55,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LSV SMALL CAP VALUEFUND INSTITUTIONAL,Mutual Fund,,,"54,730",,55,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LSV SMALL CAP VALUEFUND INVESTOR,Mutual Fund,,,"3,920",,55,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LSV VALUE EQUITYFUND INVESTOR,Mutual Fund,,,"7,771",,55,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,LSV VALUE EQUITYINSTITUTIONAL,Mutual Fund,,,"104,628",,55,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MACQUARIE ASSETSTRATEGY CL A,Mutual Fund,,,506,,55,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MACQUARIE EMERGMARKETS EQUITY A,Mutual Fund,,,"10,711",,55,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MACQUARIE INTLCORE EQUITY FD CL A,Mutual Fund,,,"142,113",,55,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MACQUARIE LARGECAP GROWTH A,Mutual Fund,,,"17,013",,55,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MACQUARIE MID CAPGROWTH CL A,Mutual Fund,,,455,,55,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MACQUARIE MID CAPINC OPPORTUNITIES A,Mutual Fund,,,"33,226",,55,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MADISON COVERED CALL& EQUITY INC INSTL,Mutual Fund,,,"27,117",,55,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MADISON INVESTORSFUND CL Y,Mutual Fund,,,253,,55,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MADISON MID CAP FUNDCL Y,Mutual Fund,,,"450,435",,55,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MAINGATE MLP FUND CLI,Mutual Fund,,,"9,679",,55,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MAIRS & POWER GROWTHFUND,Mutual Fund,,,"111,011",,55,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MANNING & NAPIER PROBLEND MAX TERM CL S,Mutual Fund,,,"45,589",,55,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MANNING & NAPIERDISCIPL VALUE SER I,Mutual Fund,,,"2,842",,55,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MANNING & NAPIERDISCIPL VALUE SER S,Mutual Fund,,,"118,855",,55,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MANNING & NAPIERHIGH YIELD BD SRS I,Mutual Fund,,,"29,449",,55,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MANNING & NAPIERHIGH YIELD BD SRS S,Mutual Fund,,,"2,351,962",,55,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MANTEIO MULTIALTERNASTRATEGY FD A,Mutual Fund,,,"2,140",,55,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MARSICO FOCUS,Mutual Fund,,,"57,937",,55,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MARSICO GLOBAL FUND,Mutual Fund,,,"49,347",,55,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MARSICO GROWTH FUND,Mutual Fund,,,"5,788",,55,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MARSICO INTERNAT'LOPPORTUNITIES,Mutual Fund,,,"134,687",,55,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MARSICO MIDCAPGROWTH FOCUS INSTL,Mutual Fund,,,"27,635",,55,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATERIALS ULTRASECTPROFUND INVESTOR CL,Mutual Fund,,,"10,413",,55,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEW 25,Mutual Fund,,,743,,55,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEW ASIAN GROWTHAND INCOME INST'L,Mutual Fund,,,"33,714",,55,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS ASIADIVIDEND FUND,Mutual Fund,,,"43,938",,56,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS ASIAGROWTH FUND INV,Mutual Fund,,,"19,955",,56,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS ASIANGROWTH & INCOME FUND,Mutual Fund,,,"340,216",,56,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS ASIANINNOVATORS FD INSTL,Mutual Fund,,,"50,658",,56,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS ASIANINNOVATORS FD INVST,Mutual Fund,,,"277,179",,56,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS CHINA DIVFUND INVESTOR CLASS,Mutual Fund,,,"4,960",,56,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS CHINA FUND,Mutual Fund,,,"319,911",,56,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS CHINA SMALLCOMPANIES FUND INSTL,Mutual Fund,,,"14,001",,56,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS CHINA SMALLCOMPANIES INVESTOR,Mutual Fund,,,"638,827",,56,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS CHINADIVIDEND FD INSTL CL,Mutual Fund,,,"66,312",,56,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS CHINAINST'L,Mutual Fund,,,"99,549",,56,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS EMERG MKTSUSTAIN FUTURE INV,Mutual Fund,,,"14,322",,56,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS EMERG MRKTSSM COMPANIES INSTL,Mutual Fund,,,"33,183",,56,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS EMERG MRKTSSM COMPANIES INVSTR,Mutual Fund,,,"215,273",,56,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS INDIA FUND,Mutual Fund,,,"2,644,245",,56,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS INDIA FUNDINSTITUTIONAL,Mutual Fund,,,"1,033,286",,56,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS JAPANFUND,Mutual Fund,,,"207,742",,56,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS JAPANINST'L CLASS,Mutual Fund,,,"8,254",,56,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MATTHEWS PACIFICTIGER FUND,Mutual Fund,,,"30,393",,56,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MEEDER DYNAMICALLOCATION RETAIL,Mutual Fund,,,"5,253",,56,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MEEDER MUIRFIELD,Mutual Fund,,,"25,969",,56,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MERGER FUND CLASS A,Mutual Fund,,,"13,278",,56,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,METROPOLITAN WESTHIGH YIELD BOND CL I,Mutual Fund,,,"2,626",,56,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS AGGRESSIVE GWTHALLOCATION CLASS A,Mutual Fund,,,"11,867",,56,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS BLENDED RESEARCHCORE EQUITY CL A,Mutual Fund,,,"18,195",,56,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS BLENDED RESEARCHMID CAP EQUITY INSTL,Mutual Fund,,,"112,752",,56,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS BLENDED RESEARCHSM CAP EQ FD CL A,Mutual Fund,,,"9,521",,56,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS CORE EQUITY FUNDCL A,Mutual Fund,,,"145,408",,56,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS GLOBAL EQUITYCLASS C,Mutual Fund,,,"2,722",,56,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS GLOBAL NEWDISCOVERY FUND CL A,Mutual Fund,,,"36,742",,56,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS GLOBAL REALESTATE CL A,Mutual Fund,,,"2,623",,56,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS GLOBALALTERNATIVE STRAT A,Mutual Fund,,,"3,462",,56,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS GROWTH FUNDCLASS A,Mutual Fund,,,"36,517",,56,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS GROWTH FUNDCLASS I,Mutual Fund,,,979,,56,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS INTERNATIONALDIVERSIFICATION CL I,Mutual Fund,,,"14,120",,56,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS INTERNATIONALDIVERSIFICATION FD A,Mutual Fund,,,"28,861",,56,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS INTERNATIONALEQUITY FUND CL A,Mutual Fund,,,335,,56,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS INTERNATIONALGROWTH CLASS A,Mutual Fund,,,"45,194",,56,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS INTERNATIONALGROWTH FD CL I,Mutual Fund,,,"73,062",,56,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS LIFETIME 2055 FDCL A,Mutual Fund,,,251,,56,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS LOW VOLATILITYEQUITY A,Mutual Fund,,,"3,044",,56,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS LOW VOLATILITYGLOBAL EQUITY A,Mutual Fund,,,"86,188",,56,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS LOW VOLATILITYGLOBAL EQUITY CL I,Mutual Fund,,,"179,256",,56,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS MASS INVESTORGROWTH STOCK A,Mutual Fund,,,"34,286",,56,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS MID CAP GROWTHCLASS A,Mutual Fund,,,"23,155",,56,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS MID CAP GROWTHCLASS C,Mutual Fund,,,"19,535",,56,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS MID CAP GROWTHFUND CL I,Mutual Fund,,,"42,643",,56,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS MID CAP VALUEFUND CL I,Mutual Fund,,,"30,233",,56,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS MID CAPVALUE CLASS A,Mutual Fund,,,"75,772",,56,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS NEW DISCOVERY FDCL I,Mutual Fund,,,"2,319",,56,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS TECHNOLOGY FDCLASS I,Mutual Fund,,,"1,300",,57,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS UTILITIES FD CLI,Mutual Fund,,,672,,57,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS UTILITIESCLASS A,Mutual Fund,,,"30,249",,57,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MFS VALUE CLASS A,Mutual Fund,,,"17,812",,57,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MIDAS MAGICFUND,Mutual Fund,,,"23,516",,57,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STA INST INC.INCEPTION PORT CL A,Mutual Fund,,,"951,526",,57,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STA INST INC.INCEPTION PORT I,Mutual Fund,,,"162,320",,57,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEY DEVLPOPPORTUNITY PORTF A,Mutual Fund,,,"5,855",,57,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEY GLOBLSTRATEGIST PORT CL A,Mutual Fund,,,"3,923",,57,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEY INSTLADVANTAGE CL A,Mutual Fund,,,455,,57,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEY INSTLHIGH YIELD A,Mutual Fund,,,"18,587",,57,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEY INSTLINTERNTL OPP CL A,Mutual Fund,,,"669,602",,57,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEY LONGDURAT GOVT OPPORT A,Mutual Fund,,,"12,974",,57,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEY MULTIASSET REAL RTRN A,Mutual Fund,,,247,,57,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEY ULTRASHORT INC PORT CL A,Mutual Fund,,,"2,051",,57,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEYDISCOVERY PORT CL A,Mutual Fund,,,"957,746",,57,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEYDISCOVERY PORT CL I,Mutual Fund,,,"160,159",,57,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEYDYNAMIC VALUE PORT A,Mutual Fund,,,360,,57,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEYEUROPEAN OPPORT CL A,Mutual Fund,,,"3,826",,57,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEYGLOBAL OPPORTUNITY A,Mutual Fund,,,"732,721",,57,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEYGLOBAL OPPORTUNITY I,Mutual Fund,,,"65,856",,57,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEYGROWTH PORTFOLIO A,Mutual Fund,,,"1,114,455",,57,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEYGROWTH PORTFOLIO I,Mutual Fund,,,"11,095",,57,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEYINSIGHT A,Mutual Fund,,,"1,677,269",,57,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEYINSIGHT I,Mutual Fund,,,"551,274",,57,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MORGAN STANLEYINTL ADVANTAGE CL A,Mutual Fund,,,"162,532",,57,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MS GLOBAL FIXEDINCOME OPP CL I,Mutual Fund,,,"3,400",,57,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MS INSTIT EMRG MRKTSLEADERS CLASS A,Mutual Fund,,,"60,229",,57,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MSIF ASIAOPPORTUNITY CL A,Mutual Fund,,,"1,215",,57,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MSIF ASIAOPPORTUNITY CL I,Mutual Fund,,,"2,954",,57,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MSIF GLOBAL ENDURANCPORTFOLIO A,Mutual Fund,,,"15,051",,57,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MSIF GLOBAL ENDURANCPORTFOLIO I,Mutual Fund,,,"19,355",,57,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MSIF GLOBAL INSIGHTPORT CL A,Mutual Fund,,,"158,571",,57,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MSIF GLOBAL INSIGHTPORT CL I,Mutual Fund,,,177,,57,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MSIF GLOBAL PERMANENPORTFOLIO A,Mutual Fund,,,"8,641",,57,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MSIF GLOBALCONCENTRATED PORT I,Mutual Fund,,,"10,291",,57,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MSIF NEXT GENEMERGING MRKTS A,Mutual Fund,,,"10,795",,57,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MSIF US CORE CL A,Mutual Fund,,,227,,57,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,MUHLENKAMP FUND,Mutual Fund,,,314,,57,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NAA LARGE CAP VALUEFUND INSTL,Mutual Fund,,,"63,510",,57,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NAA LARGE CAP VALUEFUND P,Mutual Fund,,,"14,861",,57,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NASDAQ-100 PRO FUNDINVESTOR CLASS,Mutual Fund,,,"392,952",,57,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NATIONWIDE AMUNDISTRATEGIC INC CL A,Mutual Fund,,,"15,180",,57,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NATIONWIDE GQG U.SQUALITY EQUITY A,Mutual Fund,,,"226,666",,57,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NATIONWIDE GQG USQUALITY EQUITY EAGLE,Mutual Fund,,,"12,534",,57,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NATIXIS OAKMARKFUND CL A,Mutual Fund,,,"4,696",,57,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NATIXIS US EQUITYOPPORTUNITIES CL A,Mutual Fund,,,"63,120",,57,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NEEDHAM AGGRESSIVEGROWTH,Mutual Fund,,,"340,012",,57,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NEEDHAM AGGRESSIVEGROWTH FUND CL I,Mutual Fund,,,"257,999",,57,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NEEDHAM GROWTH FUND,Mutual Fund,,,18,,58,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NEEDHAM GROWTH FUNDCL I,Mutual Fund,,,17,,58,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NEEDHAM SMALL CAPGROWTH,Mutual Fund,,,109,,58,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,NEUBERGER BERMANFLOAT RATE INC INSTL,Mutual Fund,,,"9,077",,58,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
