sponsor_ein,plan_number,plan_year,sponsor,plan_name,sponsor_plan_key,issuer_name,investment_description,asset_type,morningstar_ticker,par_value,cost,current_value,units_or_shares,page_number,row_id,confidence,pdf_stem
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Fidelity Cash Reserves,Mutual Fund,FCNTX,,,"14,848",,34,1,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Fidelity Managed Income Portfolio II Class 3,Mutual Fund,FCNTX,,,"235,783,162",,34,2,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,SelfDirected,Brokerage Account,Self-Directed Brokerage Account,,,,"79,297,324",,34,6,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,SelfDirected,Brokerage Account,Self-Directed Brokerage Account,,,,"246,808",,34,7,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,SelfDirected,Brokerage Account,Self-Directed Brokerage Account,,,,"5,699,189",,34,8,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,SelfDirected,Brokerage Account,Self-Directed Brokerage Account,,,,"345,701",,34,9,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,SelfDirected,Brokerage Account,Self-Directed Brokerage Account,,,,"4,996,872",,34,10,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,SelfDirected,Brokerage Account,Self-Directed Brokerage Account,,,,"622,275",,34,11,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Total Bond Market Fund Institutional Plus Shares,Corporate Bond,,,,"130,319,040",,34,20,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement Income Fund Investor Shares,Target Date Fund,VTSAX,,,"66,461,818",,34,22,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement 2020 Fund Investor Shares,Target Date Fund,VTSAX,,,"73,102,747",,34,23,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement 2025 Fund Investor Shares,Target Date Fund,VTSAX,,,"234,662,704",,34,24,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement 2030 Fund Investor Shares,Target Date Fund,VTSAX,,,"520,508,086",,34,25,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement 2035 Fund Investor Shares,Target Date Fund,VTSAX,,,"568,590,710",,34,26,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement 2040 Fund Investor Shares,Target Date Fund,VTSAX,,,"567,285,463",,34,27,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement 2045 Fund Investor Shares,Target Date Fund,VTSAX,,,"573,424,466",,34,28,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement 2050 Fund Investor Shares,Target Date Fund,VTSAX,,,"440,847,061",,34,29,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement 2055 Fund Investor Shares,Target Date Fund,VTSAX,,,"303,477,991",,34,30,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement 2060 Fund Investor Shares,Target Date Fund,VTSAX,,,"166,037,469",,34,31,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement 2065 Fund Investor Shares,Target Date Fund,VTSAX,,,"51,080,822",,34,32,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Progressive Corporation,The Progressive Corporation,Other,,,,"3,966,515,404",,34,36,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,SelfDirected,Brokerage Account,Self-Directed Brokerage Account,,,,"201,452,409",,41,2,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,SelfDirected,Brokerage Account,Self-Directed Brokerage Account,,,,"128,159,304",,41,3,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,SelfDirected,Brokerage Account,Self-Directed Brokerage Account,,,,"749,765",,41,4,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Pacific Investment Management Company,PIMCO Total Return Fund Institutional Class,Mutual Fund,,,,"73,081,951",,41,11,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Value Index Fund Institutional Shares,Mutual Fund,VTSAX,,,"229,711,391",,41,12,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Total International Stock Index Fund Institutional Shares,Common Stock,,,,"87,419,265",,41,13,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Mid-Cap Index Fund Institutional Plus Shares,Mutual Fund,VTSAX,,,"391,154,092",,41,14,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Growth Index Fund Institutional Shares,Mutual Fund,VTSAX,,,"641,126,099",,41,15,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Federal Money Market Fund,Money Market Fund,,,,"135,133,732",,41,16,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Small Cap Index Fund Institutional Plus Shares,Mutual Fund,VTSAX,,,"308,622,020",,41,17,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Institutional Index Fund Institutional Plus Shares,Mutual Fund,VTSAX,,,"975,278,430",,41,19,,20250520131349NAL0001242561001
34-0963169,001,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,The Vanguard Group,Vanguard Target Retirement 2070 Fund Investor Shares,Target Date Fund,VTSAX,,,"5,884,445",,41,31,,20250520131349NAL0001242561001
,001,2024,,20220708124640Nal0018324257001,,Corporation IBM Common Stock 7111756 shares,"Corporation IBM Common Stock 7,111,756 shares",Common Stock,,,,950587393,,67,1,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Fund,Fund,Mutual Fund,,,,1095827,,67,2,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Advisors and Gallagher Fiduciary Kyndryl Common Stock,Advisors and Gallagher Fiduciary Kyndryl Common Stock,Common Stock,,,,1296683,,67,3,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Advisors LLC shares,"Advisors, LLC shares",Other,,,,23429981,,67,4,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,refer to Exhibit A investments,(refer to Exhibit A - investments),Other,,,,9233999135,,67,5,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,1404915 shares,"1,404,915 shares",Other,,,,145703653,,67,6,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Fund Large Company Index,Fund Large Company Index,Mutual Fund,,,,9031816021,,67,7,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Index Trust Large Cap Growth Index,Index Trust Large Cap Growth Index,Other,,,,2656616995,,67,8,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Trust Large Cap Value Index,Trust Large Cap Value Index,Other,,,,1126674412,,67,9,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,III LTD Balanced Fund,"III, LTD. Balanced Fund",Mutual Fund,,,,988017463,,67,10,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Index Trust Small Cap Growth Index,Index Trust Small Cap Growth Index,Other,,,,864672110,,67,11,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Trust Small Cap Value Index,Trust Small Cap Value Index,Other,,,,724528970,,67,12,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Liquidity Fund Balanced Fund,Liquidity Fund Balanced Fund,Mutual Fund,,,,487387596,,67,13,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Trust European Stock Index,Trust European Stock Index,Common Stock,,,,446858673,,67,14,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,PanAgora Balanced Fund,PanAgora Balanced Fund,Mutual Fund,,,,329103069,,67,15,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Vanguard,Pacific Stock Index Trust Pacific Stock Index,Common Stock,,,,326975257,,67,16,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMCAP FUND,"933,166",Mutual Fund,,MUTUAL FUNDS,,"43,586,441",,70,4,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICAN BALANCED FUND,"1,628,268",Mutual Fund,,MUTUAL FUNDS,,"54,918,822",,70,5,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,FUNDAMENTAL INV,"848,180",Mutual Fund,,MUTUAL FUNDS,,"65,095,348",,70,7,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICAN,"802,575",Other,,MUTUAL FUNDS,,"43,059,298",,70,8,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,CAPITAL WORLD BOND FUND,"486,054",Corporate Bond,,MUTUAL FUNDS,,"9,777,473",,70,9,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,INCOM,INCOM,Other,,MUTUAL FUNDS,,"30,185,583",,70,11,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,PORTFOLIO,"865,372",Other,,MUTUAL FUNDS,,"27,594,953",,70,13,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,POR,"828,432",Other,,MUTUAL FUNDS,,"26,018,937",,70,15,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,SECURIT,"1,465,161",Other,,MUTUAL FUNDS,,"19,874,493",,70,17,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,COMPAN,"712,881",Other,,MUTUAL FUNDS,,"15,650,643",,70,19,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,PORTFO,"625,935",Other,,MUTUAL FUNDS,,"12,112,897",,70,21,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,EQUIT,"542,649",Other,,MUTUAL FUNDS,,"7,601,248",,70,23,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,PO,"564,212",Other,,MUTUAL FUNDS,,"15,618,855",,70,25,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,PORTFOLIO,"1,439,836",Other,,MUTUAL FUNDS,,"52,943,880",,70,27,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,DFA US SMALL CAP PORTFOLIO,"824,506",Other,,MUTUAL FUNDS,,"39,195,255",,70,28,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,PORTFOLI,"1,996,015",Other,,MUTUAL FUNDS,,"60,816,859",,70,30,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,PORTFOLIO,"569,540",Other,,MUTUAL FUNDS,,"14,248,381",,70,32,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,DODGE COX BALANCED FUND,"419,414",Mutual Fund,,MUTUAL FUNDS,,"46,190,961",,70,33,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,FUND,"1,003,470",Mutual Fund,,MUTUAL FUNDS,,"11,661,480",,70,35,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,FUND,"1,299,665",Mutual Fund,,MUTUAL FUNDS,,"18,891,414",,70,37,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,DODGE COX INCOME FUND,DODGE + COX INCOME FUND,Mutual Fund,,MUTUAL FUNDS,,"86,808,616",,70,38,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,STOC,"1,125,493",Other,,MUTUAL FUNDS,,"53,646,006",,70,40,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Dodge Cox,Dodge + Cox Company Stock Fund,Common Stock,,MUTUAL FUNDS,,"182,269,005",,70,41,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,American Funds,EUROPACIFIC GROWTH FUND,Mutual Fund,,MUTUAL FUNDS,,"53,592,694",,70,42,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,RATE,"2,502,742",Other,,MUTUAL FUNDS,,"23,886,221",,70,44,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,INC,INC,Other,,MUTUAL FUNDS,,"46,266,509",,70,46,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,FUND,"3,100,525",Mutual Fund,,MUTUAL FUNDS,,"575,044,997",,70,48,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Fidelity,CANADA FUND,Mutual Fund,FCNTX,MUTUAL FUNDS,,"17,002,372",,70,49,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,FUND,"10,020,859",Mutual Fund,,MUTUAL FUNDS,,"113,172,808",,70,51,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Fidelity,CHINA REGION FUND,Mutual Fund,FCNTX,MUTUAL FUNDS,,"74,566,951",,70,52,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,Fidelity,CONTRAFUND,Mutual Fund,FCNTX,MUTUAL FUNDS,,"366,946,891",,70,53,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,360 DIGITECH INC,360 DIGITECH INC,Other,,,,"334,778",,75,7,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,361 DEGREES INTERNATIONAL,COMMON STOCK HKD.1,Common Stock,,,,"71,655",,75,10,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,A,COMMON STOCK CNY1.0,Common Stock,,,,"97,491",,75,12,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,3I GROUP PLC,3I GROUP PLC,Other,,,,"3,250,420",,75,13,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,3SBIO INC,3SBIO INC,Other,,,,"174,348",,75,14,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,51JOB INC ADR,51JOB INC ADR,Other,,,,"283,794",,75,15,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,888 HOLDINGS PLC,888 HOLDINGS PLC,Other,,,,"258,122",,75,17,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AG BARR PLC,A.G. BARR PLC,Other,,,,"106,882",,75,20,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,A2A SPA,COMMON STOCK EUR.52,Common Stock,,,,"514,756",,75,22,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AALBERTS NV,COMMON STOCK EUR.25,Common Stock,,,,"1,284,068",,75,26,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AllianceBernstein,SCIENCE SA,Other,,,,"67,511",,75,29,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABACUS PROPERTY GROUP,REIT,Other,,,,"199,826",,75,30,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABB LTD REG,ABB LTD REG,Other,,,,"11,172,519",,75,31,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABC ARBITRAGE,COMMON STOCK EUR.016,Common Stock,,,,"52,596",,75,32,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABCAM PLC,ABCAM PLC,Other,,,,"827,197",,75,34,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,MARKETS,COMMON STOCK SAR10.,Common Stock,,,,"215,532",,75,36,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABLBIO LNC,COMMON STOCK KRW500.0,Common Stock,,,,"87,582",,75,37,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABN AMRO BANK NV CVA,DUTCH CERT EUR1.0,Other,,,,"980,270",,75,38,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,INC,INC,Other,,,,"365,408",,75,40,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABRDN PLC,ABRDN PLC,Other,,,,"1,161,867",,75,42,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABSA GROUP LTD,ABSA GROUP LTD,Other,,,,"1,257,087",,75,43,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BANK,COMMON STOCK AED1.,Common Stock,,,,"1,001,537",,75,47,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,FO,COMMON STOCK AED.08,Common Stock,,,,"493,188",,75,49,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ACADEMEDIA AB,COMMON STOCK SEK1.0,Common Stock,,,,"111,594",,75,50,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ACBEL POLYTECH INC,ACBEL POLYTECH INC,Other,,,,"93,738",,75,51,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,INC,INC,Other,,,,"207,740",,195,19,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AAON INC,AAON INC,Other,,,,"2,053,424",,195,21,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AAR CORP,AAR CORP,Other,,,,"909,399",,195,22,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AARON S CO INCTHE,AARON S CO INC/THE,Other,,,,"541,289",,195,23,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ACADIA REALTY TRUST,REIT USD.001,Other,,,,"1,187,705",,195,33,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ACI WORLDWIDE INC,ACI WORLDWIDE INC,Other,,,,"2,585,150",,195,40,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ACUTUS MEDICAL INC,ACUTUS MEDICAL INC,Other,,,,"22,213",,195,44,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ADAGIO THERAPEUTICS INC,ADAGIO THERAPEUTICS INC,Other,,,,"96,558",,195,45,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,GOVERNMENT STIF 7 BPS,"4,770,628",Government Bond,,,,"$ 4,770,628",,252,4,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"70,012,008",Other,,,,"74,887,924",,252,5,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"56,410,400",Other,,,,"60,873,940",,252,6,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"33,137,208",Other,,,,"39,218,144",,252,7,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"82,235,162",Other,,,,"84,927,079",,252,8,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"73,083,000",Other,,,,"81,109,636",,252,9,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"81,260,595",Other,,,,"90,976,245",,252,10,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"85,753,232",Other,,,,"91,407,722",,252,11,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"71,044,378",Other,,,,"77,127,926",,252,12,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"82,444,521",Other,,,,"92,234,382",,252,13,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"84,483,237",Other,,,,"94,956,695",,252,14,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"73,826,560",Other,,,,"78,849,398",,252,15,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"71,401,230",Other,,,,"76,968,389",,252,16,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"42,500,640",Other,,,,"62,760,052",,252,17,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"29,362,242",Other,,,,"35,509,374",,252,18,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"71,947,609",Other,,,,"77,077,345",,252,19,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"69,238,691",Other,,,,"77,575,065",,252,20,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"65,803,654",Other,,,,"72,373,949",,252,21,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"98,344,938",Other,,,,"103,398,942",,252,22,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"86,774,787",Other,,,,"94,243,463",,252,23,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"70,958,599",Other,,,,"78,720,157",,252,24,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"46,119,225",Other,,,,"49,159,049",,252,25,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"77,062,711",Other,,,,"86,221,676",,252,26,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"79,526,210",Other,,,,"83,132,848",,252,27,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"32,968,687",Other,,,,"40,963,241",,252,28,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"90,841,122",Other,,,,"96,668,404",,252,29,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"74,306,488",Other,,,,"81,603,321",,252,30,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"39,410,225",Other,,,,"49,779,625",,252,31,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"47,004,454",Other,,,,"60,471,171",,252,32,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"68,001,635",Other,,,,"77,870,195",,252,33,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"30,981,193",Other,,,,"41,819,954",,252,34,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"54,504,222",Other,,,,"63,024,423",,252,35,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"23,299,355",Other,,,,"31,822,453",,252,36,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"16,836,770",Other,,,,"23,596,379",,252,37,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"20,185,143",Other,,,,"28,635,764",,252,38,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"40,186,587",Other,,,,"57,321,972",,252,39,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"29,085,537",Other,,,,"34,889,748",,252,40,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"36,387,075",Other,,,,"42,100,727",,252,41,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"15,775,542",Other,,,,"24,135,948",,252,42,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"22,346,911",Other,,,,"34,577,508",,252,43,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"45,471,049",Other,,,,"51,779,468",,252,44,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"29,052,350",Other,,,,"35,085,832",,252,45,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"20,658,237",Other,,,,"26,406,738",,252,46,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"11,320,751",Other,,,,"16,836,177",,252,47,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"24,856,311",Other,,,,"33,020,491",,252,48,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,TSY INFL IX NB,"29,799,021",Other,,,,"41,499,472",,252,49,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,,Total: EXHIBIT D - Inflation Protected Bond Fund,Corporate Bond,,,,"$ 2,762,389,038",,252,50,,20220708124640NAL0018324257001
